Tweet_Text,class,polarity
Give it the same energy you give BLM. Our people in Nigeria are suffering right now and they need our help!!!,negative,0.2790178571428571
"  we ve actually come too far to give up, we ve lost too much, the roads have soaked up too much blood. for oke, it s ",negative,0.125
"  As the  protest takes a different turn, residents stormed a warehouse for COVID-19 palliatives in Jos and carted a ",negative,0.0
Edo state warehouse for palliative has been found. The people bursted the code. Which state next?,negative,0.0
Ready for the protests to return... Sars is still on these streets. Let's,neutral,0.2
"  Listen to me! will not stop being used! Step by step, we will achieve our goal!",positive,0.0
Lagos guys lets push harder with  other states are still fighting. Let s keep supporting them and raising our voices,positive,0.008333333333333331
If this pops up on your timeline please,neutral,0.0
"   Hungry Nigerians dey find warehouse, oba of Lagos dey find staff of office, obaseki dey find prisoners. Wetin yo ",negative,0.0
Why keeping palliatives items in Store when people are hungry during and after lockdown?,negative,0.0
should have been the Beginning of Changing the Course of History. And they should never be Forgotten.,positive,0.0
As we Nigerians are fighting to  Pls let's pray for the people of DR Congo.Africa is bleeding,negative,0.0
We need serious answers!!! Who gave the order??? ,neutral,-0.6510416666666665
ARMY thank you for your patience as we looked for resources to help with the  protests in Nigeria.This group,positive,0.0
Some people saying it s only synthetic wig that 100k can get????You people are Rich rich o .Let s just focus on,positive,0.25
Massive S/O to  for that powerful interview with Amanpour. Brother touched on everything without mincing wo ,positive,0.15
If you finish watching and you didn t retweet you are a Practising SARS too   Ilorin Indomie,neutral,0.0
"You can also as well donate to  to help injured  protesters and their families, since you're feeling so generous.",positive,0.0
"  those monsters who harassed us, extorted us and killed our brothers &amp; sisters are back on the streets. but we rule twitter str ",negative,-0.1
I ll say it again....Who gave the orders for the shooting that took place at  Who will be held responsible ,negative,0.2
"  With all that's been happening, this hits so hard .",negative,-0.2916666666666667
"  James Nwafor, no go think say we don rest o. We still dey your matter. ",negative,0.0
If your so called leaders in Nigeria can hide ordinary Indomie and rice in a locked up warehouse and watch her citizens di ,negative,-0.25
SARS has not been disbanded!SARS has not been disbanded! SARS has not been disbanded!SARS has not been disbanded!SARS ,negative,0.0
I'm starting a thread of petitions you can sign to help  take a few minutes to read over and sign them. take a ,neutral,-0.1
Nigerians are demanding to know  The Lagos State Governor  has blamed the,negative,0.0
"  I am a youth, and I am ashamed of this government.Pass it on. ",negative,0.0
"   protesters never turned violent. Ever. Violence started with the introduction of thugs, in SUVs. The police even rece ",negative,-0.8
"  Oga, na simple question them ask you... ahn ahn. stop arguing  Calabar Looting Indomie karma ht ",negative,0.0
"    Ain t no stopping us now Around the world are on the move So, we move    ",negative,0.0
gods wey dey ment.gods wey no fit allow us  or win world cup,neutral,0.30000000000000004
Eyewitness accounts from  of troops opening fire on peaceful protesters: Demands for protection &amp; calls for an end ,negative,0.25
President Buhari will speak on Lekki shootings   minister,neutral,0.0
"  Again at  Igweocha, Nigeria soldiers are trooping with sophisticated weapons. Last night this military flooded ",negative,0.13333333333333333
Are we back on making  trend again? All I need is the go ahead and I m tweeting nonstop,neutral,0.0
The future is now. If we really want to  we must End bad governance,positive,-0.1666666666666666
Awon weyrey fe fi palliative distract wa.Cheap trick.They ought to sack their damn strategist(s) fun mi joor!,negative,0.375
Shey protest don finish be dat ? Shey we be coward ni ?Let refresh and head back to the street ASAP,positive,0.0
The only speech I recognise this week is DJ Switch's from yesterday. The battle-worn dignity and solemnity with which she s ,positive,0.0
Jack has allowed us to keep tweeting and has brought back our harshtag  We move!!!!! ,positive,0.0
"   protests are ongoing in many other places. We may have paused Lagos, but other places are still firing on.  them.A ",negative,0.08333333333333333
Lekki Toll Gate: 20.10.20 CCTV was dismantled Electricity cut off Soldiers killed protesters,negative,-0.2
" We demand Full employment for Nigerian Youths, a sound economy and monetary policy, full participa  ",positive,0.3666666666666667
" Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020??? ",neutral,0.125
"  This was what we asked for peacefully but NO , they refused to listen !  ",neutral,0.3125
"Let me tell you what I wish I'd knownWhen I was young and dreamed of gloryYou have no controlWho lives, who dies  ",neutral,0.1
See why you shouldn t stop Retweeting and amplifying  ? Since the night of  there s always news of some ,positive,0.0
In as much as it seems like people just want to go back to how life was before the  protests. We have to realize ,neutral,0.1
"  This message is for us, greatest Nigerian youths! Let the msg go round. Retweet and tag others.   ",neutral,0.4
"  Some are still on the streets protesting in London, Birmingham, Aberdeen, Frankfurt, even in Cabalar and many other places. ",neutral,0.1875
"  When you get $100, don t rush to buy clothes, shoes, food, or other consumer items. Instead, buy a book on investing. Nobod ",positive,-0.125
They brought in thugs to cause mayhem. They do not realise we are all potential victims.,negative,0.0
Awon weyrey fe fi palliative distract wa.Cheap trick.They ought to sack their damn strategist(s) fun mi joor!,negative,0.375
Don t think you re save,negative,0.0
"  Seeing SARS this morning just made my heart jump. They are still threatening drivers at Nkpolu junction, PH with  I will shoot ",negative,0.0
In case you re lost in why we re fighting and what we re still fighting for or getting tired,positive,-0.4
People are still out there holding processions and protests on our behalf in other countries. It s not the time to give ,positive,-0.125
Who ordered those killings?We will keep askingOur leaders want to evade the question,negative,0.0
Forensic Analysis Proves Videos Of Killings Are Genuine,negative,0.35
   We all need to add our voices against police brutality and abusive exercise of police powers. Nobody is spared of thi ,positive,0.0
Bonju le ma si my people. Today is a good day to,positive,0.7
"   I'm disappointed in you sir. So, if the youths didn't take laws in their hands to go to warehouse as other ",negative,-0.4375
"    Since  claimed the CCTV at Lekki was intact, hope your panel will access it to know",neutral,0.0
Day 8Am going to be posting my lock screen screenshot everyday from now till  follows me and DMs me ! Follow ,neutral,-0.25
"       Hungry Nigerians loot another Covid palliative warehouse in Jos, Plateau State",negative,0.0
Who gave the order to shoot at  lekki toll gate peaceful protesters?,negative,0.25
WATCH This Clash Between A Military Commander And A Police Boss Over The Shooting Of Unarmed Peaceful  Proteste ,negative,0.075
How can you even say the  was fake or doctored? ,neutral,-0.5
"Ogbeni, it s you and your circle glasses again!!  ",neutral,0.0
I took over  stories on instagram today to bring awareness to the  movement. thank you so much for t ,positive,0.2
I salute this courageous and humane young Nigerian Air Force officer.,positive,0.1
"  As long as SARS is still on the street, we will not stop the  As long as we re still witnessing Police Brutality ",neutral,-0.05
"  Was almost giving up. But seeing this timeline, I won't!If you value the life of our brethren who have lost their lives ",positive,0.0
"On October 21, 2020 I stood with them in Atlanta. Now I see. I am Ezidilim Giwa-Amu Ede (insert your name here), a  ",neutral,0.0
"  Shocking moment thieves were caught on camera looting an Electronics Store in Osogbo, Osun state.Please help RETWEET till ",negative,-1.0
"  These people murdered Nigerians, stole their corpses, organized jailbreaks, withdrew law enforcement, mobilized thugs to unl ",negative,0.0
where the military moved in and opened fire of live bullets on peaceful protesters over  on 20-10-20 ,negative,0.09545454545454546
WE MUST MOVE!,positive,0.0
"  Let it be known that in all the states including Abuja, where there is/was violence (except  maybe  Enugu where Nnamdi K ",negative,0.0
"  too many evidences an you d said there was no fatalities, still baffles me. ",negative,0.5
For all of you who collected money to debunk all that happened at the lekki toll gate. You won't find peace.,negative,0.0
"  This breaks my heart the more, beating an elderly by passer and shooting at a concerned civilian through the window shows t ",negative,0.5
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they don ",neutral,0.5
"  just a suggestion for our 5k donation, protestors in Nigeria could really use help right now. if you re unfamiliar with what ",positive,0.24285714285714285
"  350 motorcycles, 300 deep freezers and several sewing machines were expropriated from the residence of Senator Teslim ",negative,0.0
Nigerians deserve a government free of police brutality and corruption. The United States should stand with the Nigerian peopl ,neutral,0.4
"  Too many Nigeria politicians are beyond redemption, you loot money, now Indomie Noodle. Chai! ",negative,0.625
"  They think we've been broken down, but what they don't realize is that we're just resting and going back to the drawing boar ",negative,-0.1851851851851852
why am i no longer seeing  on my tl?? please don t give up!!!,positive,0.0
"  Pls if you are still awake, retweet this let them know the struggle is on ",negative,0.0
The international community is pushing this struggle. This no time for recess for us at home. We must,neutral,0.0
Nobody has resigned. Nobody has been sacked. Nobody has been arrested. People were shot in Lekki. People were shot in Suruler ,negative,0.0
"  Sarz don resume work for Street, Make we self Resume!!Wahala for person wey no Retweet!",negative,0.0
"  The Nigerian Youth = A New Nigeria. Please sign  INEC, Nigeria : Petition for INEC to begin Voter Registration in ",neutral,0.13636363636363635
Lagos has released the email address of the Judicial Panel of Inquiry for victims to submit petitions:judicialpanelonS ,neutral,0.0
" The end of your days are so close than expected, I petty your children's. Even you will not believ  ",negative,-0.1
Nigerians are hungry. But the government hid food items.  I can't ,negative,0.0
"  The future is here, please retweet and comment aggressively if you believe the youth will be taking over!  ",negative,0.0
"  When the righteous are in authority, the people rejoice, but when a wicked man rules, the people groan.- Proverb 29:2 ",neutral,0.0
"  They hired the thugs to chase us home, now the thugs are chasing them out of their homes. Isn't karma just a bitch?  ",negative,0.0
"  I really feel for the BBN children,  came and wiped all the momentum. Even Erica struggled for a while to hold her l  ",negative,0.2
Stop looting people's hard works. It doesn't make sense. We all know the country is so hard but looting your fellow man ,negative,-0.2916666666666667
LEKKI TOLL GATE was a surgical strike. Hit them physically and psychologically. Physically - by the sheer viciousness of the ,negative,0.0
Twitter has removed the emoji from our  hash tag,neutral,0.0
Why s it freaking hard to put an end to a unit? WHY??,neutral,-0.2916666666666667
Please share . Anyone who knows this Airforce Officer . His full name and rank. We need to celebrate him.Abraham,positive,-0.22500000000000003
Beautiful. If I own one the police will take it as a license to kill me though.,negative,0.725
posted this video on Instagram on the evening of 20-10-20. ,neutral,0.0
I saw this at the protest yesterday and I decided to take a picture of it,neutral,0.0
Another deep thinker! ,positive,0.0
"     Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a c ",positive,0.0
"   protest Houston, Texas. ",neutral,0.0
They should start with those that ordered the killing.  Sanwo Olu shouldn't form like he's being tran,negative,0.0
"WHO ORDERED THE SHOOTING OF PEACEFUL PROTESTERS AT LEKKI ON THE 20TH OF OCTOBER ,2020???   ",neutral,0.125
We forgot about our Uyghur brothers and sisters and will soon forget about those suffering in ,neutral,0.0
There was no clash. Civilians are out peacefully protesting police brutality and extra judicial killings and the Nig ,positive,0.125
Omo.. ogun fire Buhari and IGP o. I STILL DEY SEE SARS FOR MY AREA!!,negative,0.0
Every  agitator has something to learn from this. Worth listening...  ht ,negative,0.3
"  Please before you go sleep, I'm just reminding you, if your state has set up a Panel, it is your responsibility to sprea ",positive,0.0
ENOUGH IS ENOUGH ,neutral,0.0
We need a movie of the  movement A movie that tells stories that will cover from James Nwafor to Lekki Massacre ,neutral,0.0
"  In absolute awe of what  has done in the last few weeks. Whether you hate or love feminism, you really cannot deny ",positive,-0.016666666666666673
Since they wanna lie I ll tell you what I seePeople that were protesting Killed in the streets Shot by police L ,negative,-0.2
"  TRUTH is d TRUTH even if NOBODY believes it; a LIE is a LIE even if EVERYONE believes it. Military was at Leki toll gate, m ",neutral,-0.1
"Aftermath of  Hoodlums break, loot palliatives warehouses nationwide -  ",negative,0.0
Do. Not. Give. Money. To. Shaun. King. For ,negative,0.0
"  If they ain't afraid to be extremistic and bigoted, don't be afraid to be objective and intrepidacious.  ",negative,-0.39999999999999997
Nigeria's police order massive mobilization after unrest,negative,0.0
We've resumed work,positive,0.0
That disturbing video of a Senior Military Officer ( Air Force) giving direct instructions to a senior police officer on c ,negative,-0.16666666666666666
Please Help: MY RETIRED DAD MIGHT NOT SURVIVE THE TRAUMA OF THE HOODLUMS ATTACK AT ALABEBE POLICE STATION IBADAN AS HIS ONLY ,negative,0.0
"  That moment on Judgment Day when God puts your video and it starts by...,neutral
PG 18+ restriction .... Oya my brother just start j ",negative,0.0
"  Everything that happened over the past few weeks is very real. People will lie and say it didn t happened, but it happened. ",negative,-0.06333333333333334
because we really can t give up now.,positive,0.2
People keep looking for one big thing to do when what needs to be done is pick a role you are able to commit to &amp; get it done. ,positive,0.25
"  In Paris now, we must be heard.   ",negative,0.0
Nigeria:    5 Key Demands Nigerian Youths Want From Govt w/ Virtue Grace,neutral,0.0
Sanwo-Olu knew that the military were there. ,neutral,-0.1
For those we've lost.,negative,0.0
It will cost you $0.00 to Retweet this.,positive,0.0
Buhari 2016 vs Fake Buhari 2020....... Nigeria President is Dead.,negative,-0.35
SARS didn t even give us a week s break before they resume their extortion and brutality. ,negative,0.0
We learnt earlier today that Willie Obiano was caught moving Covid-19 palliative from SEMA office in Agu Awka to governmen ,negative,0.0
"I can't stop looking at this picture, it give me courage and mind. Sleep can't enter my eyes, I can't keep my eyes  ",positive,0.0
"  When you see this tweet, reply with ",neutral,0.0
Prayers to Nigeria ... ,positive,0.0
"      Governor Wike has earlier banned  protest. When it didn't work, Wike now a ",negative,0.0
Never forget his name. RIP Jimoh Isiaq!  ,negative,0.0
Let's make this video go VIRAL! Before the government will deny it later on live TvHere is a video of Police men killin ,negative,0.06818181818181818
Hello good afternoon.It's just another day to support our brothers and sisters.,positive,0.7
Please copy and paste these handles in every  post.,neutral,0.0
"  We may be a thousand miles away from Lekki, but today we in Benue stood in solidarity with all victims of bad leadership in ",positive,-0.6999999999999998
"  Diaspora really holding down the fort guys, y'all can't give up yet. ",positive,0.022222222222222213
While they think you re sleeping...,neutral,0.0
Sleep is FAR! ,negative,0.125
   The children of the poor that you refuse to educate would never allow you and your children to live in peace  Obafemi Owo ,negative,-0.13181818181818183
"  Hello everyone, let s help the brother man find our brother man...",negative,0.0
"  Tinubu was demystified, so who is Governor Wike Bikonu?  ",positive,0.0
"  Opening fire on peaceful protesters is a blatant violation of people s rights to life, dignity and freedom of expression. T ",negative,-0.125
Buhari hasn't held a media chat since December 2015. Even Abacha talked more to the media than him.Many Nigerians thoug ,negative,0.5
"I'm standing w/  the people of Nigeria, and the  movement. Demand an international inquiry into  ",positive,0.0
Protests still going strong overseas ! We meuveee!,positive,0.6770833333333333
The struggle of the people against decades of bad governance in Nigeria - ,negative,-0.6999999999999998
Please I ve been searching for my brother since Monday during  protest  last seen Lagos Ibadan expre ,negative,0.0
One of the survivor of   thank God he is alive to tell the story. ,positive,0.1
"There's a medical report that proves that she was raped, done by a consultant a day after the rape occurredHow wil  ",negative,0.15
"  Nah the babies are out here protesting even in Atlantic City, ain t shit sweet!!!   and ",negative,0.241796875
If they can kill you for a peaceful protest and send hoodlums to disrupt protests they can burn down your entire communit ,negative,0.03148148148148147
"  IPOB is alredy on a mission before  protest started, we join the protests because we are also the victims of  at ",negative,0.0
"  If SARS has the audacity to be back on the streets after nationwide protests, then I hope you know they will be 10X worse ",negative,-0.2
Love this coconut head generation All over my tl is  please inject it!!!,negative,0.9765625
So Fulani in Oyigbo declared war on our people last night in Igweocha/Portharcourt because of our stand on  and,negative,0.0
"  They were never disbanded, they re still operating ",positive,0.0
"  20-10-2020 , Never Forget ! ",negative,0.0
"  SARS are back on the streets, let's bring   back to the trend table. Retweet aggressively!! Or are you tired?",negative,-0.13333333333333333
And he remembered to acknowledge the disrupted palace of Oba of Lagos and not the killings of the innocent youths shot at,negative,0.5
"    Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoj ",positive,0.0
It is time to flush out the northerners out of our regions. ODUDUWA REPUBLIC NOW/ ,negative,0.0
Sometimes we inspire others and when we start losing hope they're the ones that inspire us to keep going. We move,positive,0.0
We shall not back down,positive,-0.07777777777777779
RIP to all the lives lost at the hands of police brutality! it was an honor to perform at the  Raleigh Protest! ,positive,0.0
"   Abuja Car Dealers Recount Ordeal, Say Thugs In  Vehicles Attacked Them | Sahara Reporters ",negative,0.0
This is why we shouldn t get tired of Tweeting  I beg you people. You can use your voice online. We do not want situa ,positive,-0.4
We can't keep quiet like nothing happened,negative,0.0
Fam! Let's keep trending,positive,0.0
This is powerful:  come get your identity back. ,positive,0.15
The  protests are still going on in the diaspora. This was from Nashville today.Thanks  for this. https ,negative,0.0
Police IG orders clampdown on hoodlums,negative,0.0
"   Great lofty heights attain, to build a nation where peace and justice shall reign  Nigeria Youths are stellar! I will ",positive,0.55625
This is all the research you need,neutral,0.0
just in case you didn t know what was happening in Nigeria,neutral,0.0
we ve kept  trending for over 2 weeks. i m so proud,positive,0.8
"  Guys, one of us have been arrested and detained at Ikota/ VGC Military Check-Point. He s currently in their truck and his c ",negative,-0.05
Nigerian activist  tells  she's horrified by Nigerian forces opening fire on peaceful protesters ,negative,0.25
"  Dear Nigerian Journalists,Stop asking citizens for solutions. Go and ask the so called President of Nigeria for solutions ",negative,0.0
A video of a pastor who prophesied of the endsars  protest in 2018,neutral,0.0
"  Once again in longtime I didn t feel helpless.Let nothing divide us. To my Yoruba, Hausa, Edo, Igbo, TIV, Ijaw, Urho ",positive,0.0
The Nigerian police; Bunch of block heads. They never listen to instructions.,negative,0.0
Still wild to me that the start of this was to end police brutality but instead they became more brutal and killed ,negative,-0.11875000000000001
Dear NigeriansAnyone of you that focus on  protesters instead of Buhari's government that decided to unleash terr ,negative,0.0
"  Governor  Aware Of Plans By Soldiers From Bonny Camp To Attack, Kill Lekki Protesters | Sahara Reporters ",negative,0.275
Thank God!But please let s still get justice.File this with the judicial panel set up &amp; have him ,positive,0.0
We are deeply saddened by the killing of peaceful protesters at the Lekki tollgate. The situation may trigger &amp; in reco ,negative,0.125
"  You should be ASHAMED of yourself if you re amongst those CONDEMNING my interventions in the  protest, especial ",negative,0.0
"   Hungry Nigerians loot another Covid palliative warehouse in Jos, Plateau State ",negative,0.0
"  Back to the matter, we no need SARS for  road again oh! They ve been disbanded.  .  massively. ",negative,0.0
They have concocted another propaganda in their WhatsApp group.You people will be shamed and disgraced.,negative,-0.1
Can they please  and all these nonsense. I need to make a lot of money. And I can only do that in safe country,negative,0.25
This is the wrong approach,negative,-0.5
Specially for when i drive past Sars !! Ill blast this oneee,negative,-0.17782738095238093
"  If someone tries to bring you down,That means you're already above them. ",negative,-0.05
"  The future is here, please retweet and comment aggressively if you believe the youth will be taking over!",negative,0.0
We need to jazz up and loud  again.,negative,0.1
People are still missing. People are mourning. And there s no call for justice. Are you truly worth fighting for?,negative,0.04999999999999999
Palliative hidden in Ede Osun State. Each family could have survived on this for while. ,negative,-0.16666666666666666
"  This is Rabiu Garba, the best DPO in Nigeria and also the SPOT of  Feggae in Onitsha, Anambra StateHe spoke, even hoodlu ",neutral,1.0
Lights went off. Cell tower signals. Advert board. Gunshots. What a coincidence.,neutral,0.0
We blocked traffic in Dallas for the  protest.,negative,0.0
Me and all my friends were all misunderstoodThey say we stand for nothing and there's no way we ever could,negative,0.0
The Church exists outside of America.And so do the people we re called to love.,positive,0.25
"  - Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020???  ",neutral,0.125
"  I wonder why  is no longer trending number 1 , why we all gave up after 1 useless speech. Because this people are sti ",neutral,-0.5
Can ask Nigerian Govt to do two things? 1. Who authorised the use of force on Lekki protesters? There are 3 military f ,neutral,-0.1
"  Now that EVERYBODY, including  appears to be BLAMING  for the grand SUCCESS of the ",negative,0.4
They Lied To Us !!!!,negative,0.0
Chineke God of Africa! What have these CORRUPT *LEADERS * turned Nigeria  into? God will punish all of them and ,negative,-0.5
Out for peaceful protest today at Raleigh State Capitol building,positive,0.25
"  Few mins , shooting started from the toll gate     ",negative,-0.2
just collect 55k from me     they re still robbing us   they didn t see anything im ,negative,0.0
"  If you re recovering hidden COVID-19 palliatives, May God bless you. But if you re looting shopping malls and people s sw ",positive,-0.16666666666666666
Nobody has resigned. Nobody has been sacked. Nobody has been arrested. People were shot in Lekki. People were shot in Sur ,negative,0.0
"  Dear  With this mindset, any man that makes the mistake of marrying you is unwise! All you bring to the tab ",negative,0.0
Do you know that not less than 12  protesters were summarily executed in Enugu yesterday night after being arrested. ,negative,0.08333333333333333
We Stand In Prayer with Our Brothers and Sisters In Nigeria . The Lord is Your Strength  in crucial moments like this. ,positive,0.0
THESE MONSTERS ARE STILL ON THE STREETS ,negative,0.0
Security forces open fire on treasure hunters in Abuja who had come to get  reportedly hidden i ,negative,-0.08333333333333333
keep retweeting and tweeting  please,positive,0.0
Am following the first 400 people to Rt &amp; Reply,positive,0.125
"   If all the hungry Nigerians can come out to peacefully protest, there is no stopping us  So every state dep ",negative,0.25
"  Now the peaceful   protest rally begins at Minnesota, U.S.A ",positive,0.25
My sign from the  protest today in Raleigh.,neutral,0.0
IG is literally out here DISABLING people's  accounts for INVALID and PREDIJUICED reasons; this includes the h ,negative,0.0
is still valid. The harassments haven t stopped.,negative,0.0
If these videos don t fuel your anger then you re angry for the wrong reasons. &amp; you want to give up? my dear it s ,negative,-0.5666666666666667
This man posted this video almost a week ago and now this.,neutral,0.0
"  Your policemen aren't leaving the road, they're still wearing mufti and harassing citizens, have you lost control?! ",negative,0.0
"  Today, 24.10.2020.We held our  Protest in Gottingen, Germany.We stand with every Nigerian to demand good gover ",positive,0.7
There s no peace for  politicians again. Those we call  Political Leaders  in  failed themselves and th ,negative,-0.25
The ugly incident happening in  just because Nigeria youths are protesting against SARS and her brutality,negative,-0.7
Cacovid Delivers  food Palliatives to 107564 Households in Lagos ,positive,0.0
"  SARS are still on the road and streets, don t get tired of tweeting and retweeting. RETWEET AND PASS IT ON ",neutral,-0.4
"  The people in the area got enraged and killed the two cops instantly, third one fled with injuries. ",negative,-0.1
Listen and listen again. We'll be great.,positive,0.8
Just got the actual story of the two Police men that were lynched at Iwo Road. Unfortunate. They were stopping Bikes to take ,negative,-0.25
Calls for justice for George Floyd &amp; Breonna Taylor set the tone. Ppl in Nigeria who had never been to America were callin ,positive,0.0
No be so we dey give up ,negative,0.0
"  Happy Birthday chief. I pray all items on your wish list are granted, including those penned in your heart. ",positive,0.8
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the  ",positive,0.0
"  Let it be very clear. Between the GOVERNMENT and the PEOPLE, there is now a RIFT bigger than ever before. You are either for ",negative,0.06500000000000002
Jalingo under 45 hours lock down,negative,-0.15555555555555559
"  The SARS officers they disbanded are still oppressing people on the street, what did we do to deserve all this ",negative,0.0
Only retweeting tweets with endsars,neutral,0.0
And the most honest headline of the president's speech had to come from a foreign media outlet.,positive,0.325
Palliative hidden in Ede Osun State. Each family could have survived on this for while.,negative,-0.16666666666666666
"  The anomaly was Dj Switch!!! They didn't see that coming. Now they are shaking because  WE KNOW WHAT YOU DID ON OCTOBER 20, 202 ",negative,0.0
You want to put a spell on people for not returning an Oba's staffAn Oba that looted Covid palliatives and other thi ,negative,-0.125
"  Good morning, time to what?  , reply with  if you come across this tweet",neutral,0.7
"  Heard a 17 boy in my area died at mushin protest, 17 years old. His father was so devastated he starting hitting his head ",negative,0.05
We re not letting up ,positive,0.0
dezenas de imigrantes ocuparam o centro de SP hoje em apoio a luta na Nig ria pelo   N s aqui no Brasil s ,negative,0.0
Anti-impunity movements worldwide. (part 1 / Thread).     / ,positive,0.0
All Progressives Congress (APC) National Leader Asiwaju Bola Tinubu has commiserated with Lagosians and Governor ,negative,0.0
what is also wild is that  all of a sudden  information about the whereabouts of these wa ,negative,0.05
Foolish people trying to erase it from our mindsFor LucyFor TonyFor Chukwuma For oke For Ayo ,negative,0.0
A lot of things are happening now that have nothing to do with  from the covid relief materials to arson on institut ,negative,0.0
Utter Disgrace is inevitable for every bad and corrupt leader in Nigeria for the wickedness they have and are displayin ,negative,-0.29999999999999993
"  Five days ago, the Nigerian government ordered the murder of peaceful protesters by the Nigerian Army. ",negative,0.25
Dear compatriot don t allow me swear for you oooooAbroad people that are not directly affected by the sars menace are ,negative,-0.05
Break is over. We meauveee ,positive,0.0
"   PROTEST:  LAGOS EVALUATES FILES OF 229 ARRESTED FOR ARSON, MURDER, STEALING, OTHERS...To Prosecute those with Pr ",negative,0.0
is still going on but if you thief tweet I go dent you!!!!,negative,0.0
In Kenya it's 3 a.m anyways  just woke up to pray for Nigerians ,positive,0.0
Good morning.This is an 'unfriendly' reminder that SARS officers are still outside. And it is very important that we ,negative,0.4066666666666667
"  TW // death, violence ATTENTION: I only see about 5 people on my tl talking about this. Here is an informative thread abou ",positive,0.0
  When this comes across your TL just rt if you're proud of our.   pressing phone generation   ,positive,0.8
The fear of the people is the beginning of good governance. Omo. ,negative,0.7
IM BEGGING YOU IN THE NAME OF GOD RETWEET AND TAG THE ,negative,0.0
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the   ",positive,0.0
"  Tolu Olayinka Wrote:  I Was Told Before The Lekki Protest That If We Held The Nigerian Flag, The Army Won't Shoot At Us ",negative,0.0
The fight against impunity and cruelty is global. ,negative,0.0
This thread is historic. Do well to educate yourself,negative,0.0
The struggle of the people against decades of bad governance in Nigeria ,negative,-0.6999999999999998
We need to educate everyone in this country ,positive,0.0
protested for days without any looting and were attacked by their govt.The police suddenly disappeared during ,negative,0.0
"The Nigerian Youth = A New Nigeria. Please sign  INEC, Nigeria : Petition for INEC to begin Voter Registrat  ",neutral,0.13636363636363635
we will never forget our people that died at lekki toll gate ,positive,0.0
Nigerian Army Arrests Soldier Who Asked Colleagues Not To Kill  Protesters | Sahara Reporters,negative,0.0
" This is fake news, the video has be photoshopped by NTA to mislead the nation and the international communities. N  ",negative,-0.25
Bro the peaceful  protest is still going on around the country. Let's not forget. Nigeria doesn't end in Lagos. Cont ,positive,0.25
We are the youth!,neutral,0.0
Guys please be careful out there! I ve heard 3 different reports of SARS still operating in Lagos! They didn t end shit! Let s ,negative,-0.125
"Want your children to experience the same?I wouldn t ever Want your children to come home panting, clothes torn,  ",negative,0.0
Les HT   suivre sur ls  protestations actuelles en Afrique :Nigeria RDC Namibie  C ,negative,0.0
I know at some point of this protest they will begin to point their fingers on IPOB as the brain behind itI am not surprise ,negative,-0.4
"  SARS has been disbanded but today alone we ve seen three stories. One was lucky because his father was in the military, othe ",negative,0.11666666666666665
This Airforce Officer is making all those Police officers look like idiots through his professionalism and I sooooo  ,negative,-0.8
We started something. We'll be heard.,neutral,0.0
"  Breaking:  protesters storm London residence of APC National Leader, Bola Ahmed Tinubu on Duchess Mews, Portland Pl ",negative,0.0
not letting this movement die. ,positive,0.0
SARS was not banned or dissolved or diluted. They are still very much active on the streets of Nigeria.The police reform pro ,positive,-0.13333333333333333
Security of lives is still the role of government. Don't put the burden on people who protested for 2 weeks &amp; remained p ,positive,0.0
   We thought they wouldn't shoot anyone singing the national anthem.  A reconstruction of Tuesday night's events at ,negative,0.0
"  To rebuild and make Nigeria Great, we the youths have to come together and be part of the system. To this end, I have ",positive,0.8
"too many evidences and you said there was no fatalities, still baffles me. ",negative,0.5
They create hunger and they are using it to control the masses one of the reason they hide palliativeWicked rulers in highe ,negative,0.0
This is a Cold War now. We don t want to loose anyone anymore.,negative,-0.3384615384615385
One question that s not been answered.  Who ordered the Military to shoot and kill Peaceful Protesters?  ,negative,0.075
We soldier on into 2023 ,neutral,0.0
May the departed soul of our heroes rest in peace,neutral,0.0
My Experience At Lekki toll plazaPlease go and watch the rest of the video on my Instagram page thank you,neutral,0.0
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the ",positive,0.0
Thugs who attacked protesters in Abuja were brought by Senator s aides   Ex-DSS director,negative,0.0
What s happening in Nigeria is exactly the same with what happens in Zimbabwe. Africa needs help let s pray for our na ,neutral,0.125
Sars officers are still out there. Police brutality is still a thing.,negative,0.0
It may be a disturbing image but the world must see what the government is doing to its citizens. We won t sit back and ,negative,-0.25
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the    m ",positive,0.0
"  Shout out to all the dudes who've clearly never driven a motorcycle before, but who aren't letting that stop them from ",positive,-0.05000000000000001
"  No Talk Anything, Just Retweet!    ",negative,0.0
Yell it in your streets.  We get killed for being queer. It s crazy ,negative,-0.4
"  Go in peacefully, loot peacefully and come out peacefully.   ",negative,0.25
"  Don t miss Demand Africa s discussion on the  Movement and the African Diaspora this Thursday October 29, 2020 at ",positive,0.0
