username,screen_name,acct_desc,tweet_text,location,following,followers,user_created,tweet_created,retweet_count,favourite_count,favourited,retweeted
thatligthskinnedguy,KelixIts,"i sleep wake up eat, bath at times 
watch anime play game.
🔃",@tohaberry No issue at all #FUOHEALTH,,226,51,Sat May 04 11:10:21 +0000 2019,Sat Oct 10 09:16:43 +0000 2020,0,0,False,False
Otunba Ramzy 🇳🇬,Yungramzy,"PR and Marketing Enthusiast || Half gryffindor🐆 || Half Slytherin 🐍
Chelsea fan till the end",@tohaberry Its not bad #FUOHEALTH,"Lagos,Nigeria",1132,1163,Mon Jul 30 22:47:17 +0000 2012,Sat Oct 10 08:42:00 +0000 2020,0,1,False,False
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty",@tohaberry Fair enough #FUOHEALTH,"Lagos, Nigeria",386,167,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:35:01 +0000 2020,0,1,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry It's fine #FUOHEALTH,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:31:34 +0000 2020,0,1,False,False
reemah,r73793908,,@tohaberry Okay #FUOHEALTH,,28,0,Sun May 06 08:57:15 +0000 2018,Sat Oct 10 08:27:17 +0000 2020,0,1,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry No issues #FUOHEALTH,"Lagos, Nigeria",241,210,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:26:25 +0000 2020,0,0,False,False
Callmemoji,zeethemama,"Just a girl , iCons forever till eternity, TeamLaycon",@tohaberry It’s okay #FUOHEALTH,"Abeokuta, Nigeria",99,108,Thu Feb 28 00:44:01 +0000 2019,Sat Oct 10 07:06:16 +0000 2020,0,0,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Okay #FUOHEALTH,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:44:48 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry It's okay #FUOHEALTH,"Lagos, Nigeria",175,154,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:43:06 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry Not that bad #FUOHEALTH,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:39:00 +0000 2020,0,0,False,False
Abubakri🇳🇬🇳🇬Ireayo,King_rahno,Data scientist💻| pythonista |Young black Muslim👳🏾‍♀️| In 💙with @chelseafc | blogger| Not a feminist ❌ |,@tohaberry Fair    #FUOHEALTH,Somewhere in the space,581,717,Sat Dec 27 11:37:56 +0000 2014,Fri Oct 09 20:35:41 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry None. It's pretty good #FUOHEALTH,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:34:05 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry It’s okay #FUOHEALTH,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:25:07 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry It’s fine to me #FUOHEALTH,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:13:28 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry",". What challenges do you face with FUO health services? 
Leave an answer and remember to use the hash tag #FUOHEALTH",lagos,366,214,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 18:01:42 +0000 2020,0,14,False,False
Matrickenzy,matrickenzy,,@tohaberry It's really expensive to begin with. Network failure is a pain in the *** #FUOONLINEEXAM,,14,1,Fri Oct 25 10:32:03 +0000 2019,Thu Oct 15 06:48:36 +0000 2020,0,0,False,False
Call me Fathia❤🌹😎,sparkleon24th,"♠️Muslimah🌙
♥️Allah first♥️
Not your regular kinda girl😘😉
Proudly Nigerian💕💕Ig:Fathiatayo.xo",@tohaberry It was okay but the consumption of data and it's also time consuming #FUOONLINEEXAM,"Lagos, Nigeria",449,337,Wed Oct 03 18:27:44 +0000 2018,Tue Oct 13 08:26:11 +0000 2020,0,1,False,False
Sir Boluwatife ⭕,iambammo,"A Proud Muslim,
Addicted to Arsenal FC 😍,
Burna Boy Freak 💯,
Political Scientist",@tohaberry It was good #FUOONLINEEXAM,"Osun, Nigeria",686,307,Sat Feb 14 17:24:43 +0000 2015,Mon Oct 12 18:03:58 +0000 2020,0,0,False,False
Oyindamola,Ohyindarh,,"@tohaberry It was okay, but the consumption of data was too much #FUOONLINEEXAM","Lagos, Nigeria",62,3,Fri Jul 15 19:05:57 +0000 2016,Mon Oct 12 17:26:47 +0000 2020,0,0,False,False
Enny,enny__tan,Music & Vacations,@tohaberry It’s was okay #FUOONLINEEXAM,"Lagos, Nigeria",1055,1145,Tue Jan 09 11:43:55 +0000 2018,Mon Oct 12 14:40:26 +0000 2020,0,0,False,False
ROADMAN,jerziieSZN,Youngin' with an Addiction. 😎 Football & Music ⚡. |Content Creator and all round Social Entrepreneur|,@tohaberry It was a welcome development. I can't complain. #FUOONLINEEXAM,"in d Future already, bruh....",1068,657,Sun Oct 20 10:47:22 +0000 2019,Mon Oct 12 14:32:25 +0000 2020,0,0,False,False
Haauwaarh🌹,Haauwaarh_,,@tohaberry It went well....Alhamdulillah the school decided well due to the pandemic #FUOONLINEEXAM,,145,88,Wed Oct 25 14:38:51 +0000 2017,Mon Oct 12 14:26:00 +0000 2020,0,0,False,False
Adetayo Balogun,AdetayoBalogun4,,@tohaberry It was fine #FUOONLINEEXAM,,53,5,Mon Sep 14 18:48:59 +0000 2020,Mon Oct 12 14:22:58 +0000 2020,0,0,False,False
_the.maryam,themaryam13,"Just for the fun of it 🍻
IG: _the.maryam",@tohaberry Pretty nice but the app consumes alot of data #FUOONLINEEXAM,,86,58,Mon Sep 07 06:37:44 +0000 2020,Mon Oct 12 14:10:10 +0000 2020,0,0,False,False
Maryam,_maryambash,Youtuber✨,@tohaberry It went well #FUOONLINEEXAM,Nigeria,45,14,Fri Nov 08 19:01:12 +0000 2019,Mon Oct 12 14:06:52 +0000 2020,0,0,False,False
🚀Mide🚀,Mide34777787,,@tohaberry It was okay but the consumption of data and printing of the exam booklets were the major challenge #FUOONLINEEXAM,Nigeria,117,39,Tue Oct 02 18:00:47 +0000 2018,Mon Oct 12 13:31:15 +0000 2020,0,1,False,False
Yusbakly,yusbakly,Blogger...,@tohaberry #FUOONLINEEXAM very good,"Abeokuta, Nigeria",1200,115,Sun Oct 07 06:01:16 +0000 2018,Mon Oct 12 13:20:26 +0000 2020,0,0,False,False
Shadow_Walker,raji_bayonle,,@tohaberry O wa pa #FUOONLINEEXAM,"Ibadan, Nigeria",53,23,Fri Oct 21 05:42:47 +0000 2016,Sun Oct 11 13:40:10 +0000 2020,0,1,False,False
Zainab,ban_iaz,"proud Muslimah🧕
Accountant
October 4
ig@ ban_iaz_",@tohaberry It was ok but the zoom app consumes alot of data and network was also a major problem #FUOONLINEEXAM,"Lagos, Nigeria",57,22,Fri Nov 15 15:54:57 +0000 2019,Sun Oct 11 12:35:46 +0000 2020,0,1,False,False
Boujee Pheedheart,AdesanyaNafisa1,"Cryptotrader
Tairus
Boujee Bad and Thick","@tohaberry I was actually thinking it will turn out really bad but it was really good and not that stressful for me
#FUOONLINEEXAM",Nigeria,73,18,Sun Oct 11 11:03:11 +0000 2020,Sun Oct 11 12:28:18 +0000 2020,0,0,False,False
Field Marshal,tweet_sadiq,"Military , Real Madrid , Ronaldo , Politics  !",@tohaberry Great 💯 #FUOONLINEEXAM,"Kaduna, Nigeria",502,386,Sat Feb 21 06:37:48 +0000 2015,Sun Oct 11 12:03:21 +0000 2020,0,1,False,False
waheed remtech,remtech_20219,,"@tohaberry Is not easy at all, issues on network and data consumption. But the idea is ok and welcome development #FUOONLINEEXAM",,34,1,Fri Sep 12 13:30:30 +0000 2014,Sun Oct 11 10:32:12 +0000 2020,0,0,False,False
Rafeeharh😍😍,Ardeekayla,"🇳🇬 Beauty |Muslim|Food lover|Cake lover| Always remember to smile 😊😊
I.G:@_feeharh",@tohaberry Great #FUOONLINEEXAM,Earth,433,369,Fri Dec 09 15:44:23 +0000 2016,Sat Oct 10 21:32:21 +0000 2020,0,1,False,False
1ne,awwalthe1stt,,@tohaberry It went well #FUOONLINEEXAM,Abuja,1097,1129,Mon Aug 06 20:18:55 +0000 2018,Sat Oct 10 17:54:13 +0000 2020,0,0,False,False
ذكرةالله ❤,adhikrah,"D.H.I.K.R.A.H.❤
.
.
Novel lover 📚
.
.
Muslimah🌼🌼
.
.
Accountant 📖
.
.
Capricorn♑","@tohaberry It was okay but the consumption of data, printing of exam answer sheet and network were a major challenge. #FUOONLINEEXAM",Earth,254,261,Sun Jul 03 11:00:22 +0000 2016,Sat Oct 10 09:16:30 +0000 2020,0,1,False,False
thatligthskinnedguy,KelixIts,"i sleep wake up eat, bath at times 
watch anime play game.
🔃","@tohaberry It was a good one, the school took the best PATH to avoid delay due to the pandemic #FUOONLINEEXAM",,226,51,Sat May 04 11:10:21 +0000 2019,Sat Oct 10 09:15:51 +0000 2020,0,1,False,False
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty","@tohaberry It turned out pretty much what we expected but consumes a lot of data, due to the app that was used for it. Not to talk about the stress of going to print answer booklets for different examination dates. #FUOONLINEEXAM","Lagos, Nigeria",386,167,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:34:15 +0000 2020,0,1,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry It was fine #FUOONLINEEXAM,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:31:03 +0000 2020,0,0,False,False
reemah,r73793908,,@tohaberry Atimes stressful due to network issue #FUOONLINEEXAM,,28,0,Sun May 06 08:57:15 +0000 2018,Sat Oct 10 08:26:28 +0000 2020,0,0,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry Great #FUOONLINEEXAM,"Lagos, Nigeria",241,210,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:25:54 +0000 2020,0,1,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Very very stressful #FUOONLINEEXAM,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:43:40 +0000 2020,0,0,False,False
Nureeyah,Nureeya00500881,"Muslimah ,",@tohaberry It was stressful #FUOONLINEEXAM,"Port Harcourt, Nigeria",53,10,Thu Sep 24 10:27:05 +0000 2020,Fri Oct 09 20:43:25 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry It went well #FUOONLINEEXAM,"Lagos, Nigeria",175,154,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:42:14 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry it was really stressful and frustrating aside network issue o🤦🤦#FUOONLINEEXAM,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:38:02 +0000 2020,0,0,False,False
Abubakri🇳🇬🇳🇬Ireayo,King_rahno,Data scientist💻| pythonista |Young black Muslim👳🏾‍♀️| In 💙with @chelseafc | blogger| Not a feminist ❌ |,@tohaberry Stressful ASF #FUOONLINEEXAM,Somewhere in the space,581,717,Sat Dec 27 11:37:56 +0000 2014,Fri Oct 09 20:36:28 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry I think it was stressful not to talk of the data consumption #FUOONLINEEXAM,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:30:11 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry It went well #FUOONLINEEXAM,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:23:30 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry In my opinion it was stressful #FUOONLINEEXAM,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:12:52 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry","In your own opinion, how did the online examination turn out? 
Leave an answer and remember to use the hash tag #FUOONLINEEXAM",lagos,366,214,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 17:59:24 +0000 2020,0,9,False,False
Matrickenzy,matrickenzy,,@tohaberry It's okay #FUOPORTAL,,14,1,Fri Oct 25 10:32:03 +0000 2019,Thu Oct 15 06:46:02 +0000 2020,0,0,False,False
Call me Fathia❤🌹😎,sparkleon24th,"♠️Muslimah🌙
♥️Allah first♥️
Not your regular kinda girl😘😉
Proudly Nigerian💕💕Ig:Fathiatayo.xo",@tohaberry The FUO portal is okay too except that they don't update results especially in my department #FUOPORTAL,"Lagos, Nigeria",449,337,Wed Oct 03 18:27:44 +0000 2018,Tue Oct 13 08:24:06 +0000 2020,0,0,False,False
Sir Boluwatife ⭕,iambammo,"A Proud Muslim,
Addicted to Arsenal FC 😍,
Burna Boy Freak 💯,
Political Scientist",@tohaberry Network issue #FUOPORTAL,"Osun, Nigeria",686,307,Sat Feb 14 17:24:43 +0000 2015,Mon Oct 12 18:02:33 +0000 2020,0,0,False,False
Oyindamola,Ohyindarh,,@tohaberry It takes time to load #FUOPORTAL,"Lagos, Nigeria",62,3,Fri Jul 15 19:05:57 +0000 2016,Mon Oct 12 17:25:30 +0000 2020,0,0,False,False
Abubakri🇳🇬🇳🇬Ireayo,King_rahno,Data scientist💻| pythonista |Young black Muslim👳🏾‍♀️| In 💙with @chelseafc | blogger| Not a feminist ❌ |,@tohaberry Network/connection glitch #Fuoportal,Somewhere in the space,581,717,Sat Dec 27 11:37:56 +0000 2014,Mon Oct 12 16:41:09 +0000 2020,0,0,False,False
Atoba Mubaraq,AtobaMubaraq,An easy going person and a dog lover,@tohaberry The portal is actually okay #FUOPORTAL,,92,6,Wed Jan 08 10:15:31 +0000 2020,Mon Oct 12 15:06:01 +0000 2020,0,0,False,False
Enny,enny__tan,Music & Vacations,@tohaberry Bad network #FUOPORTAL,"Lagos, Nigeria",1055,1145,Tue Jan 09 11:43:55 +0000 2018,Mon Oct 12 14:39:33 +0000 2020,0,0,False,False
ROADMAN,jerziieSZN,Youngin' with an Addiction. 😎 Football & Music ⚡. |Content Creator and all round Social Entrepreneur|,@tohaberry None. #FUOPORTAL,"in d Future already, bruh....",1068,657,Sun Oct 20 10:47:22 +0000 2019,Mon Oct 12 14:30:37 +0000 2020,0,0,False,False
Haauwaarh🌹,Haauwaarh_,,@tohaberry It’s okay for me #FUOPORTAL,,145,88,Wed Oct 25 14:38:51 +0000 2017,Mon Oct 12 14:23:16 +0000 2020,0,0,False,False
Adetayo Balogun,AdetayoBalogun4,,@tohaberry Poor network #FUOPORTAL,,53,5,Mon Sep 14 18:48:59 +0000 2020,Mon Oct 12 14:21:51 +0000 2020,0,0,False,False
emmanuel adeleke,eadeleke2000,"Bio loading...
Follow up. Let get to know one another. I assure, you won't regret it.","@tohaberry Network problem most time.
#FUOPORTAL","1294 Herkimer street, Brooklyn",294,32,Fri May 08 22:44:35 +0000 2015,Mon Oct 12 14:17:05 +0000 2020,0,0,False,False
_the.maryam,themaryam13,"Just for the fun of it 🍻
IG: _the.maryam",@tohaberry Connection problem #FUOPORTAL,,86,58,Mon Sep 07 06:37:44 +0000 2020,Mon Oct 12 14:07:55 +0000 2020,0,0,False,False
Adesola🥰,__Aaisha_,IG:IG:_tz_tania & voguesbyeeshah,@tohaberry Takes time to load #FUOPORTAL,"Lagos, Nigeria",87,66,Mon Jul 29 15:18:00 +0000 2019,Mon Oct 12 14:07:27 +0000 2020,0,0,False,False
Maryam,_maryambash,Youtuber✨,@tohaberry Connection problem #FUOPORTAL,Nigeria,45,14,Fri Nov 08 19:01:12 +0000 2019,Mon Oct 12 14:05:35 +0000 2020,0,0,False,False
🚀Mide🚀,Mide34777787,,@tohaberry It takes time to load #FUOPORTAL,Nigeria,117,39,Tue Oct 02 18:00:47 +0000 2018,Mon Oct 12 13:29:29 +0000 2020,0,1,False,False
Yusbakly,yusbakly,Blogger...,@tohaberry #FUOPORTAL network problem,"Abeokuta, Nigeria",1200,115,Sun Oct 07 06:01:16 +0000 2018,Mon Oct 12 13:19:44 +0000 2020,0,1,False,False
Ligali#mali#,ligali_maryam,Simple girl /withprinciples/,@tohaberry It was okay #FUOPORTAL,"Lagos, Nigeria",343,245,Mon Mar 18 16:49:14 +0000 2019,Mon Oct 12 08:47:01 +0000 2020,0,0,False,False
Nifty😉😉,Omowonu40616764,Never judge a book by its cover,@tohaberry It takes time to load #FUOPORTAL,"Oyo, Nigeria",69,5,Sun May 03 10:28:16 +0000 2020,Mon Oct 12 05:33:04 +0000 2020,0,1,False,False
Abdulqadr Ibrahim,abdulqadr31,,@tohaberry It it okay #FUOPORTAL,,210,106,Fri Jan 29 20:53:41 +0000 2016,Sun Oct 11 23:26:34 +0000 2020,0,1,False,False
Shadow_Walker,raji_bayonle,,@tohaberry Waiting time is too long #FUOPORTAL,"Ibadan, Nigeria",53,23,Fri Oct 21 05:42:47 +0000 2016,Sun Oct 11 13:39:15 +0000 2020,0,0,False,False
Boujee Pheedheart,AdesanyaNafisa1,"Cryptotrader
Tairus
Boujee Bad and Thick","@tohaberry Apart from it taking time to load a page, It's almost highly efficient
#FUOPORTAL",Nigeria,73,18,Sun Oct 11 11:03:11 +0000 2020,Sun Oct 11 12:23:51 +0000 2020,0,0,False,False
Made In Lagos #MIL,certifiedawwal,Eyan Wizzy FR🥇,"#FUOPORTAL my password only works whenever it feels like.

Crap. 😩",,268,139,Sat Sep 28 10:01:58 +0000 2019,Sat Oct 10 22:02:37 +0000 2020,0,0,False,False
Rafeeharh😍😍,Ardeekayla,"🇳🇬 Beauty |Muslim|Food lover|Cake lover| Always remember to smile 😊😊
I.G:@_feeharh",@tohaberry It takes time to load #FUOPORTAL,Earth,433,369,Fri Dec 09 15:44:23 +0000 2016,Sat Oct 10 21:31:08 +0000 2020,0,1,False,False
ذكرةالله ❤,adhikrah,"D.H.I.K.R.A.H.❤
.
.
Novel lover 📚
.
.
Muslimah🌼🌼
.
.
Accountant 📖
.
.
Capricorn♑",@tohaberry It's good for me. #FUOPORTAL,Earth,254,261,Sun Jul 03 11:00:22 +0000 2016,Sat Oct 10 09:14:31 +0000 2020,0,1,False,False
thatligthskinnedguy,KelixIts,"i sleep wake up eat, bath at times 
watch anime play game.
🔃",@tohaberry Its a very smooth portal to deal with #FUOPORTAL,,226,51,Sat May 04 11:10:21 +0000 2019,Sat Oct 10 09:14:26 +0000 2020,0,1,False,False
Taheersm,taheertaheersm,Creative. IG - https://t.co/OJYSaKCE5g,@tohaberry Poor Network #FUOPORTAL,,175,134,Mon Jul 08 16:58:31 +0000 2019,Sat Oct 10 08:33:03 +0000 2020,0,0,False,False
fai_zah,phahee_zhar,"¶My bio doesn't define who i am in real life just stick to the twitter me¶ i follow back¶¶.
IG: threexixty",@tohaberry Loading takes minutes and network issues #FUOPORTAL,"Lagos, Nigeria",386,167,Sat Jul 27 07:57:33 +0000 2019,Sat Oct 10 08:31:30 +0000 2020,0,1,False,False
senior,senior99782557,,@tohaberry Network  #FUOPORTAL,,87,6,Sun Sep 13 21:19:18 +0000 2020,Sat Oct 10 08:29:51 +0000 2020,0,0,False,False
reemah,r73793908,,@tohaberry Network #FUOPORTAL,,28,0,Sun May 06 08:57:15 +0000 2018,Sat Oct 10 08:25:07 +0000 2020,0,2,False,False
The Millienial Muslimah,zahynarbb,Blogger || Lifestyle  || Self Help || Books Emotional Wellness,@tohaberry Traffic and poor network #FUOPORTAL,"Lagos, Nigeria",241,210,Sat Mar 31 22:11:11 +0000 2018,Sat Oct 10 08:24:54 +0000 2020,0,0,False,False
Callmemoji,zeethemama,"Just a girl , iCons forever till eternity, TeamLaycon",@tohaberry Network problem #FUOPORTAL,"Abeokuta, Nigeria",99,108,Thu Feb 28 00:44:01 +0000 2019,Sat Oct 10 07:05:32 +0000 2020,0,0,False,False
A M I N A T,Meenart_,,@tohaberry Takes time to load #FUOPORTAL,"Lagos, Nigeria",175,154,Sun Jun 02 17:37:22 +0000 2019,Fri Oct 09 20:41:45 +0000 2020,0,0,False,False
Ruthie❣️❣️❣️,Ruthie_1107,IG: I_m_ruthie// olaniyan bose ruth july 11 chic,@tohaberry Network is not good #FUOPORTAL,,156,61,Wed Dec 10 20:23:41 +0000 2014,Fri Oct 09 20:40:47 +0000 2020,0,0,False,False
Nureeyah,Nureeya00500881,"Muslimah ,",@tohaberry Network problem #FUOPORTAL,"Port Harcourt, Nigeria",53,10,Thu Sep 24 10:27:05 +0000 2020,Fri Oct 09 20:39:34 +0000 2020,0,0,False,False
The targent,thorlahney,,@tohaberry Network issues #FUOPORTAL,,103,33,Sat Jul 06 09:50:06 +0000 2019,Fri Oct 09 20:32:34 +0000 2020,0,0,False,False
Adesewa,Adesewa04,,@tohaberry Poor network #FUOPORTAL,"Osogbo, Nigeria",7,5,Thu Sep 24 18:59:27 +0000 2020,Fri Oct 09 20:27:37 +0000 2020,0,0,False,False
Ennieeturnn,Ennieeturnn1,"Masseuse🌸, pedicurist🦶🏻& manicurist💅🏼, model, Beauty Queen 👸",@tohaberry Network issues #FUOPORTAL,Osun State,96,39,Mon Feb 03 16:05:31 +0000 2020,Fri Oct 09 20:23:01 +0000 2020,0,0,False,False
berryola,berryola2,,@tohaberry Traffic and load late #FUOPORTAL,,53,10,Mon Jun 08 19:24:07 +0000 2020,Fri Oct 09 20:11:48 +0000 2020,0,0,False,False
Abubakry Mohammed Teniola,tohaberry,"content creator 
Model, 
Actor 
Front-End Developer(js,css,html5)
i.g:@tohaberry","What challenges do you face when using FUO portal?
Leave an answer and remember to use the hash tag #FUOPORTAL",lagos,366,213,Fri Jul 29 12:12:10 +0000 2011,Fri Oct 09 17:56:50 +0000 2020,0,9,False,False
